"","subject","activity","feature","statistic","axis","mean"
"420",2,"standing","tBodyGyro","std","Z",-0.964856701851852
"421",2,"standing","tBodyGyroJerk","mean","X",-0.105562157888889
"422",2,"standing","tBodyGyroJerk","mean","Y",-0.042241953537037
"423",2,"standing","tBodyGyroJerk","mean","Z",-0.0546539479425926
"424",2,"standing","tBodyGyroJerk","std","X",-0.979324000740741
"425",2,"standing","tBodyGyroJerk","std","Y",-0.983447258518519
"426",2,"standing","tBodyGyroJerk","std","Z",-0.973610118333333
"427",2,"standing","tGravityAcc","mean","X",0.896928566851852
"428",2,"standing","tGravityAcc","mean","Y",-0.370062696851852
"429",2,"standing","tGravityAcc","mean","Z",0.129747161222222
"430",2,"standing","tGravityAcc","std","X",-0.986685818703704
"431",2,"standing","tGravityAcc","std","Y",-0.97419442037037
"432",2,"standing","tGravityAcc","std","Z",-0.945927078703704
"433",2,"walking","fBodyAcc","mean","X",-0.346048161016949
"434",2,"walking","fBodyAcc","mean","Y",-0.0219048103322034
"435",2,"walking","fBodyAcc","mean","Z",-0.453806369830508
"436",2,"walking","fBodyAcc","std","X",-0.457651383728814
"437",2,"walking","fBodyAcc","std","Y",-0.16921968620339
"438",2,"walking","fBodyAcc","std","Z",-0.455222146440678
"439",2,"walking","fBodyAccJerk","mean","X",-0.304615322881356
"440",2,"walking","fBodyAccJerk","mean","Y",-0.0787640836610169
"441",2,"walking","fBodyAccJerk","mean","Z",-0.554956709661017
"442",2,"walking","fBodyAccJerk","std","X",-0.31431306340678
"443",2,"walking","fBodyAccJerk","std","Y",-0.0153329520084746
"444",2,"walking","fBodyAccJerk","std","Z",-0.615898188474576
"445",2,"walking","fBodyGyro","mean","X",-0.429713536101695
"446",2,"walking","fBodyGyro","mean","Y",-0.55477211220339
"447",2,"walking","fBodyGyro","mean","Z",-0.396659907457627
"448",2,"walking","fBodyGyro","std","X",-0.604053019152542
"449",2,"walking","fBodyGyro","std","Y",-0.533046952542373
"450",2,"walking","fBodyGyro","std","Z",-0.559856635084746
"451",2,"walking","tBodyAcc","mean","X",0.276426586440678
"452",2,"walking","tBodyAcc","mean","Y",-0.0185949199145763
"453",2,"walking","tBodyAcc","mean","Z",-0.105500357966102
"454",2,"walking","tBodyAcc","std","X",-0.423642838474576
"455",2,"walking","tBodyAcc","std","Y",-0.0780912533118644
"456",2,"walking","tBodyAcc","std","Z",-0.425257524915254
"457",2,"walking","tBodyAccJerk","mean","X",0.0618080696279661
"458",2,"walking","tBodyAccJerk","mean","Y",0.0182492679288136
"459",2,"walking","tBodyAccJerk","mean","Z",0.00789533706610169
"460",2,"walking","tBodyAccJerk","std","X",-0.277530462620339
"461",2,"walking","tBodyAccJerk","std","Y",-0.0166022362847458
"462",2,"walking","tBodyAccJerk","std","Z",-0.586090418983051
"463",2,"walking","tBodyGyro","mean","X",-0.0530258157347458
"464",2,"walking","tBodyGyro","mean","Y",-0.0482382316949153
"465",2,"walking","tBodyGyro","mean","Z",0.0828336633220339
"466",2,"walking","tBodyGyro","std","X",-0.561550255762712
"467",2,"walking","tBodyGyro","std","Y",-0.53845366779661
"468",2,"walking","tBodyGyro","std","Z",-0.481085535084746
"469",2,"walking","tBodyGyroJerk","mean","X",-0.0818833429152542
"470",2,"walking","tBodyGyroJerk","mean","Y",-0.0538299449067797
"471",2,"walking","tBodyGyroJerk","mean","Z",-0.0514939156830508
"472",2,"walking","tBodyGyroJerk","std","X",-0.389549831525424
"473",2,"walking","tBodyGyroJerk","std","Y",-0.634140436101695
"474",2,"walking","tBodyGyroJerk","std","Z",-0.435492677288136
"475",2,"walking","tGravityAcc","mean","X",0.91301733338983
"476",2,"walking","tGravityAcc","mean","Y",-0.34660709
"477",2,"walking","tGravityAcc","mean","Z",0.0847270871186441
"478",2,"walking","tGravityAcc","std","X",-0.972693201355932
"479",2,"walking","tGravityAcc","std","Y",-0.972116879661017
"480",2,"walking","tGravityAcc","std","Z",-0.972072847627119
"481",2,"walking_downstairs","fBodyAcc","mean","X",0.112841160325532
"482",2,"walking_downstairs","fBodyAcc","mean","Y",0.278345041765957
"483",2,"walking_downstairs","fBodyAcc","mean","Z",-0.131290772
"484",2,"walking_downstairs","fBodyAcc","std","X",0.0161046198595745
"485",2,"walking_downstairs","fBodyAcc","std","Y",0.171973972957447
"486",2,"walking_downstairs","fBodyAcc","std","Z",-0.162032894287234
"487",2,"walking_downstairs","fBodyAccJerk","mean","X",0.138120681087234
"488",2,"walking_downstairs","fBodyAccJerk","mean","Y",0.0962091607617021
"489",2,"walking_downstairs","fBodyAccJerk","mean","Z",-0.271498721106383
"490",2,"walking_downstairs","fBodyAccJerk","std","X",0.0499590624829787
"491",2,"walking_downstairs","fBodyAccJerk","std","Y",0.0808333491276596
"492",2,"walking_downstairs","fBodyAccJerk","std","Z",-0.408227423191489
"493",2,"walking_downstairs","fBodyGyro","mean","X",-0.145775970406383
"494",2,"walking_downstairs","fBodyGyro","mean","Y",-0.361913824
"495",2,"walking_downstairs","fBodyGyro","mean","Z",-0.0874944736085106
"496",2,"walking_downstairs","fBodyGyro","std","X",-0.379436674361702
"497",2,"walking_downstairs","fBodyGyro","std","Y",-0.458732747446809
"498",2,"walking_downstairs","fBodyGyro","std","Z",-0.422987665106383
"499",2,"walking_downstairs","tBodyAcc","mean","X",0.27761534806383
"500",2,"walking_downstairs","tBodyAcc","mean","Y",-0.0226614158361702
"501",2,"walking_downstairs","tBodyAcc","mean","Z",-0.116812942382979
"502",2,"walking_downstairs","tBodyAcc","std","X",0.0463666814446808
"503",2,"walking_downstairs","tBodyAcc","std","Y",0.262881788951064
"504",2,"walking_downstairs","tBodyAcc","std","Z",-0.10283790806383
"505",2,"walking_downstairs","tBodyAccJerk","mean","X",0.110040615569574
"506",2,"walking_downstairs","tBodyAccJerk","mean","Y",-0.00327959081489362
"507",2,"walking_downstairs","tBodyAccJerk","mean","Z",-0.0209351677765957
"508",2,"walking_downstairs","tBodyAccJerk","std","X",0.147249143238298
"509",2,"walking_downstairs","tBodyAccJerk","std","Y",0.126828014557447
"510",2,"walking_downstairs","tBodyAccJerk","std","Z",-0.340122023191489
"511",2,"walking_downstairs","tBodyGyro","mean","X",-0.11594735287234
"512",2,"walking_downstairs","tBodyGyro","mean","Y",-0.00482329231914894
"513",2,"walking_downstairs","tBodyGyro","mean","Z",0.097173808906383
"514",2,"walking_downstairs","tBodyGyro","std","X",-0.320789230008511
"515",2,"walking_downstairs","tBodyGyro","std","Y",-0.415739144893617
"516",2,"walking_downstairs","tBodyGyro","std","Z",-0.279418388042553
"517",2,"walking_downstairs","tBodyGyroJerk","mean","X",-0.0581038498510638
"518",2,"walking_downstairs","tBodyGyroJerk","mean","Y",-0.0421470257531915
"519",2,"walking_downstairs","tBodyGyroJerk","mean","Z",-0.0710229816893617
"520",2,"walking_downstairs","tBodyGyroJerk","std","X",-0.243940592553192
"521",2,"walking_downstairs","tBodyGyroJerk","std","Y",-0.469396701106383
"522",2,"walking_downstairs","tBodyGyroJerk","std","Z",-0.218266318606383
"523",2,"walking_downstairs","tGravityAcc","mean","X",0.861831345531915
"524",2,"walking_downstairs","tGravityAcc","mean","Y",-0.325780100638298
"525",2,"walking_downstairs","tGravityAcc","mean","Z",-0.0438890162723404
"526",2,"walking_downstairs","tGravityAcc","std","X",-0.940361759574468
"527",2,"walking_downstairs","tGravityAcc","std","Y",-0.940068525531915
"528",2,"walking_downstairs","tGravityAcc","std","Z",-0.931438313191489
"529",2,"walking_upstairs","fBodyAcc","mean","X",-0.266720933270833
"530",2,"walking_upstairs","fBodyAcc","mean","Y",0.00992445881854167
"531",2,"walking_upstairs","fBodyAcc","mean","Z",-0.281001986202083
"532",2,"walking_upstairs","fBodyAcc","std","X",-0.320582414375
"533",2,"walking_upstairs","fBodyAcc","std","Y",0.0848802791083333
"534",2,"walking_upstairs","fBodyAcc","std","Z",-0.09454497643125
"535",2,"walking_upstairs","fBodyAccJerk","mean","X",-0.258639439729167
"536",2,"walking_upstairs","fBodyAccJerk","mean","Y",-0.1878421317125
"537",2,"walking_upstairs","fBodyAccJerk","mean","Z",-0.522728063333333
"538",2,"walking_upstairs","fBodyAccJerk","std","X",-0.365415441458333
"539",2,"walking_upstairs","fBodyAccJerk","std","Y",-0.243554146666667
"540",2,"walking_upstairs","fBodyAccJerk","std","Z",-0.625090981458333
"541",2,"walking_upstairs","fBodyGyro","mean","X",-0.331643577458333
"542",2,"walking_upstairs","fBodyGyro","mean","Y",-0.488086123958333
"543",2,"walking_upstairs","fBodyGyro","mean","Z",-0.248601122
"544",2,"walking_upstairs","fBodyGyro","std","X",-0.476358845625
"545",2,"walking_upstairs","fBodyGyro","std","Y",-0.459758488958333
"546",2,"walking_upstairs","fBodyGyro","std","Z",-0.218072471479167
"547",2,"walking_upstairs","tBodyAcc","mean","X",0.247164790395833
"548",2,"walking_upstairs","tBodyAcc","mean","Y",-0.0214121132045833
"549",2,"walking_upstairs","tBodyAcc","mean","Z",-0.152513899520833
"550",2,"walking_upstairs","tBodyAcc","std","X",-0.304376406458333
"551",2,"walking_upstairs","tBodyAcc","std","Y",0.108027279889583
"552",2,"walking_upstairs","tBodyAcc","std","Z",-0.112121021220833
"553",2,"walking_upstairs","tBodyAccJerk","mean","X",0.0744507839572917
"554",2,"walking_upstairs","tBodyAccJerk","mean","Y",-0.00970985514333333
"555",2,"walking_upstairs","tBodyAccJerk","mean","Z",0.01948143925
"556",2,"walking_upstairs","tBodyAccJerk","std","X",-0.276121886479167
"557",2,"walking_upstairs","tBodyAccJerk","std","Y",-0.185648954220833
"558",2,"walking_upstairs","tBodyAccJerk","std","Z",-0.5737463525
"559",2,"walking_upstairs","tBodyGyro","mean","X",-0.0576912634583333
"560",2,"walking_upstairs","tBodyGyro","mean","Y",-0.0320883097395833
"561",2,"walking_upstairs","tBodyGyro","mean","Z",0.0688374021666667
"562",2,"walking_upstairs","tBodyGyro","std","X",-0.439253058958333
"563",2,"walking_upstairs","tBodyGyro","std","Y",-0.466298336666667
"564",2,"walking_upstairs","tBodyGyro","std","Z",-0.163995791679167
"565",2,"walking_upstairs","tBodyGyroJerk","mean","X",-0.0828858001333333
"566",2,"walking_upstairs","tBodyGyroJerk","mean","Y",-0.0424053708458333
"567",2,"walking_upstairs","tBodyGyroJerk","mean","Z",-0.0445157481625
"568",2,"walking_upstairs","tBodyGyroJerk","std","X",-0.464854363125
"569",2,"walking_upstairs","tBodyGyroJerk","std","Y",-0.645491337708333
"570",2,"walking_upstairs","tBodyGyroJerk","std","Z",-0.467595961041667
"571",2,"walking_upstairs","tGravityAcc","mean","X",0.790717418541667
"572",2,"walking_upstairs","tGravityAcc","mean","Y",-0.416214890416667
"573",2,"walking_upstairs","tGravityAcc","mean","Z",-0.195888238891667
"574",2,"walking_upstairs","tGravityAcc","std","X",-0.934407739791667
"575",2,"walking_upstairs","tGravityAcc","std","Y",-0.92376745375
"576",2,"walking_upstairs","tGravityAcc","std","Z",-0.878004056875
"577",3,"laying","fBodyAcc","mean","X",-0.980665609032258
"578",3,"laying","fBodyAcc","mean","Y",-0.961169982903226
"579",3,"laying","fBodyAcc","mean","Z",-0.968332141612903
"580",3,"laying","fBodyAcc","std","X",-0.983691129032258
"581",3,"laying","fBodyAcc","std","Y",-0.964094604193548
"582",3,"laying","fBodyAcc","std","Z",-0.96327908016129
"583",3,"laying","fBodyAccJerk","mean","X",-0.980513202258064
"584",3,"laying","fBodyAccJerk","mean","Y",-0.968752113709677
"585",3,"laying","fBodyAccJerk","mean","Z",-0.979122344354839
"586",3,"laying","fBodyAccJerk","std","X",-0.983122615967742
"587",3,"laying","fBodyAccJerk","std","Y",-0.971044012741936
"588",3,"laying","fBodyAccJerk","std","Z",-0.983711904677419
"589",3,"laying","fBodyGyro","mean","X",-0.970167262903226
"590",3,"laying","fBodyGyro","mean","Y",-0.978099682258065
"591",3,"laying","fBodyGyro","mean","Z",-0.962341960806452
"592",3,"laying","fBodyGyro","std","X",-0.975986433709677
"593",3,"laying","fBodyGyro","std","Y",-0.977032495483871
"594",3,"laying","fBodyGyro","std","Z",-0.967256854193548
"595",3,"laying","tBodyAcc","mean","X",0.275516852741935
"596",3,"laying","tBodyAcc","mean","Y",-0.0189556785048387
"597",3,"laying","tBodyAcc","mean","Z",-0.101300477506452
"598",3,"laying","tBodyAcc","std","X",-0.982776639193548
"599",3,"laying","tBodyAcc","std","Y",-0.962057544516129
"600",3,"laying","tBodyAcc","std","Z",-0.96369103483871
"601",3,"laying","tBodyAccJerk","mean","X",0.0769811125806452
"602",3,"laying","tBodyAccJerk","mean","Y",0.0138041011306452
"603",3,"laying","tBodyAccJerk","mean","Z",-0.00435625874355645
"604",3,"laying","tBodyAccJerk","std","X",-0.98087931483871
"605",3,"laying","tBodyAccJerk","std","Y",-0.968710724677419
"606",3,"laying","tBodyAccJerk","std","Z",-0.982093162903226
"607",3,"laying","tBodyGyro","mean","X",-0.0208170540330645
"608",3,"laying","tBodyGyro","mean","Y",-0.0718507159435484
"609",3,"laying","tBodyGyro","mean","Z",0.137999561112903
"610",3,"laying","tBodyGyro","std","X",-0.974545752096774
"611",3,"laying","tBodyGyro","std","Y",-0.977272653709677
"612",3,"laying","tBodyGyro","std","Z",-0.963505609032258
"613",3,"laying","tBodyGyroJerk","mean","X",-0.10004449883871
"614",3,"laying","tBodyGyroJerk","mean","Y",-0.0389771765322581
"615",3,"laying","tBodyGyroJerk","mean","Z",-0.06873387
"616",3,"laying","tBodyGyroJerk","std","X",-0.980328645
"617",3,"laying","tBodyGyroJerk","std","Y",-0.986762741935484
"618",3,"laying","tBodyGyroJerk","std","Z",-0.983338279516129
"619",3,"laying","tGravityAcc","mean","X",-0.241758478064516
"620",3,"laying","tGravityAcc","mean","Y",0.837032099677419
"621",3,"laying","tGravityAcc","mean","Z",0.48870318516129
"622",3,"laying","tGravityAcc","std","X",-0.982512193064516
"623",3,"laying","tGravityAcc","std","Y",-0.981202749677419
"624",3,"laying","tGravityAcc","std","Z",-0.964807543870968
"625",3,"sitting","fBodyAcc","mean","X",-0.970154440961538
"626",3,"sitting","fBodyAcc","mean","Y",-0.891907751346154
"627",3,"sitting","fBodyAcc","mean","Z",-0.917987925384615
"628",3,"sitting","fBodyAcc","std","X",-0.971605878461538
"629",3,"sitting","fBodyAcc","std","Y",-0.8496556575
"630",3,"sitting","fBodyAcc","std","Z",-0.864322464038462
"631",3,"sitting","fBodyAccJerk","mean","X",-0.974950363461538
"632",3,"sitting","fBodyAccJerk","mean","Y",-0.954170151346154
"633",3,"sitting","fBodyAccJerk","mean","Z",-0.970845669423077
"634",3,"sitting","fBodyAccJerk","std","X",-0.976283534807692
"635",3,"sitting","fBodyAccJerk","std","Y",-0.956461756730769
"636",3,"sitting","fBodyAccJerk","std","Z",-0.9771595725
"637",3,"sitting","fBodyGyro","mean","X",-0.957550637692308
"638",3,"sitting","fBodyGyro","mean","Y",-0.95617355
"639",3,"sitting","fBodyGyro","mean","Z",-0.934967958846154
"640",3,"sitting","fBodyGyro","std","X",-0.968013062884615
"641",3,"sitting","fBodyGyro","std","Y",-0.939609988461538
"642",3,"sitting","fBodyGyro","std","Z",-0.930633150769231
"643",3,"sitting","tBodyAcc","mean","X",0.257197599134615
"644",3,"sitting","tBodyAcc","mean","Y",-0.00350299841730769
"645",3,"sitting","tBodyAcc","mean","Z",-0.0983579203269231
"646",3,"sitting","tBodyAcc","std","X",-0.971010120961538
"647",3,"sitting","tBodyAcc","std","Y",-0.856617812115385
"648",3,"sitting","tBodyAcc","std","Z",-0.875110175384615
"649",3,"sitting","tBodyAccJerk","mean","X",0.0726098418653846
"650",3,"sitting","tBodyAccJerk","mean","Y",0.00272529134230769
"651",3,"sitting","tBodyAccJerk","mean","Z",-0.00423348373557692
"652",3,"sitting","tBodyAccJerk","std","X",-0.974467390384615
"653",3,"sitting","tBodyAccJerk","std","Y",-0.953631390961538
"654",3,"sitting","tBodyAccJerk","std","Z",-0.974661565961538
"655",3,"sitting","tBodyGyro","mean","X",-0.0385365204807692
"656",3,"sitting","tBodyGyro","mean","Y",-0.07524100275
"657",3,"sitting","tBodyGyro","mean","Z",0.0940113975530769
"658",3,"sitting","tBodyGyro","std","X",-0.965434768461538
"659",3,"sitting","tBodyGyro","std","Y",-0.944854571346154
"660",3,"sitting","tBodyGyro","std","Z",-0.926413710384615
"661",3,"sitting","tBodyGyroJerk","mean","X",-0.103605889057692
"662",3,"sitting","tBodyGyroJerk","mean","Y",-0.0360909881807692
"663",3,"sitting","tBodyGyroJerk","mean","Z",-0.0590079966686538
"664",3,"sitting","tBodyGyroJerk","std","X",-0.972546905961538
"665",3,"sitting","tBodyGyroJerk","std","Y",-0.978635908653846
"666",3,"sitting","tBodyGyroJerk","std","Z",-0.973751670576923
"667",3,"sitting","tGravityAcc","mean","X",0.901098984615385
"668",3,"sitting","tGravityAcc","mean","Y",0.127303379245962
"669",3,"sitting","tGravityAcc","mean","Z",0.139020582461538
"670",3,"sitting","tGravityAcc","std","X",-0.957324457884615
"671",3,"sitting","tGravityAcc","std","Y",-0.903923008269231
"672",3,"sitting","tGravityAcc","std","Z",-0.897736318269231
"673",3,"standing","fBodyAcc","mean","X",-0.960123409508197
"674",3,"standing","fBodyAcc","mean","Y",-0.908075353770492
"675",3,"standing","fBodyAcc","mean","Z",-0.939507735245902
"676",3,"standing","fBodyAcc","std","X",-0.969931287377049
"677",3,"standing","fBodyAcc","std","Y",-0.89243434852459
"678",3,"standing","fBodyAcc","std","Z",-0.904801254590164
"679",3,"standing","fBodyAccJerk","mean","X",-0.957666856721311
"680",3,"standing","fBodyAccJerk","mean","Y",-0.943497973606557
"681",3,"standing","fBodyAccJerk","mean","Z",-0.969174903442623
"682",3,"standing","fBodyAccJerk","std","X",-0.960570921803279
"683",3,"standing","fBodyAccJerk","std","Y",-0.943948547213115
"684",3,"standing","fBodyAccJerk","std","Z",-0.975595949508197
"685",3,"standing","fBodyGyro","mean","X",-0.901282267540984
"686",3,"standing","fBodyGyro","mean","Y",-0.937711157213115
"687",3,"standing","fBodyGyro","mean","Z",-0.916172537704918
"688",3,"standing","fBodyGyro","std","X",-0.901985672459016
"689",3,"standing","fBodyGyro","std","Y",-0.923125941147541
"690",3,"standing","fBodyGyro","std","Z",-0.919743846065574
"691",3,"standing","tBodyAcc","mean","X",0.280046513278689
"692",3,"standing","tBodyAcc","mean","Y",-0.0143376555065574
"693",3,"standing","tBodyAcc","mean","Z",-0.101621722633148
"694",3,"standing","tBodyAcc","std","X",-0.96674254295082
"695",3,"standing","tBodyAcc","std","Y",-0.893449307213115
"696",3,"standing","tBodyAcc","std","Z",-0.911419015081967
"697",3,"standing","tBodyAccJerk","mean","X",0.0750900622277049
"698",3,"standing","tBodyAccJerk","mean","Y",0.00771663644590164
"699",3,"standing","tBodyAccJerk","mean","Z",-0.00807177934114754
"700",3,"standing","tBodyAccJerk","std","X",-0.957086489344262
"701",3,"standing","tBodyAccJerk","std","Y",-0.941686785737705
"702",3,"standing","tBodyAccJerk","std","Z",-0.973059634918033
"703",3,"standing","tBodyGyro","mean","X",-0.0246626070770492
"704",3,"standing","tBodyGyro","mean","Y",-0.0585101918262295
"705",3,"standing","tBodyGyro","mean","Z",0.0665262054098361
"706",3,"standing","tBodyGyro","std","X",-0.900462227540984
